protein	pval	beta	se	pval_fdr	dummy_ref	dummy_alt	sample_size	OID3072	OID3072_UniProt	OID3072_Assay
P21754	0.9920049080370412	0.0232150710520822	2.3167509362302345	0.9967823654544884	A	G	300	OID30265	P21754	ZP3
P21757	0.0121195336873127	16.040801942524663	6.394210500331778	0.071373302219033	A	G	300	OID21063	P21757	MSR1
P21781	0.6291414744768262	-2.603207421776104	5.3903822905053405	0.8047904451055294	A	G	300	OID31241	P21781	FGF7
P21802	0.0012923837167717	42.34147988021255	13.159067593274294	0.0115218378574105	A	G	300	OID21478	P21802	FGFR2
P21810	0.9615898200000372	-0.334186180470371	6.939279151332591	0.9779957744498986	A	G	300	OID21198	P21810	BGN
P21817	0.6948980858892502	3.09449727456169	7.889763646056383	0.8435228728675344	A	G	300	OID30085	P21817	RYR1
P21854	0.0119732426018773	21.799839629666764	8.675061645156196	0.0709408552537192	A	G	300	OID30641	P21854	CD72
P21860	5.825578932523981e-07	87.92880268792217	17.596630003406972	1.6700334867778186e-05	A	G	300	OID20705	P21860	ERBB3
P21912	0.0114611578942004	11.66391182999838	4.613314939165947	0.0685273003187663	A	G	300	OID31436	P21912	SDHB
P21964	0.3582468116475273	3.3289901262543795	3.623544858781637	0.6130280824970282	A	G	300	OID20086	P21964	COMT
P21980	0.013193706644424	11.43005854213974	4.611688704651158	0.0763144893234901	A	G	300	OID20141	P21980	TGM2
P22004	0.0836119723384348	9.297825435785615	5.374147310222271	0.2742131938833974	A	G	300	OID20111	P22004	BMP6
P22033	0.2212611444554115	6.822710078724422	5.577839409780307	0.4858226592371624	A	G	300	OID30159	P22033	MMUT
P22079	0.0400489259822835	13.139424723755717	6.399349119423345	0.170529027396866	A	G	300	OID20963	P22079	LPO
P22102	0.8909244743523315	1.4099893678102378	10.281798199594563	0.9494310067797008	A	G	300	OID31004	P22102	GART
P22105	0.5777900236517077	-7.572882285080216	13.605225769451458	0.7766795485902616	A	G	300	OID21107	P22105	TNXB
P22223	0.6379187676005056	4.854923447422864	10.316219929161974	0.8115682579098766	A	G	300	OID21008	P22223	CDH3
P22301	0.9666347767077486	0.2007402286632253	4.799033795481153	0.981465798340979	A	G	300	OID20431	P22301	IL10
P22303	0.0003563517528025	39.29728801294007	11.006218465849404	0.0040819743919062	A	G	300	OID30585	P22303	ACHE
P22304	0.1285242186289393	56.23891444478576	37.00056841655069	0.3535881890055627	A	G	300	OID20619	P22304	IDS
P22307	0.0631401384074935	11.0658826890903	5.955151527584672	0.2279757036938053	A	G	300	OID21161	P22307	SCP2
P22455	0.7090275287438814	-3.1080548383974014	8.32895886400755	0.8519413457263997	A	G	300	OID30646	P22455	FGFR4
P22466	0.001791497233554	-20.699602993109377	6.628575334248861	0.0151597696800444	A	G	300	OID20727	P22466	GAL
P22528	0.6431472584659905	-2.4216114247512928	5.226842654389759	0.8136133139797134	A	G	300	OID31296	P22528	SPRR1B
P22676	0.0379412795547216	11.932870189615295	5.74942715370244	0.1636481945064873	A	G	300	OID20801	P22676	CALB2
P22692	5.8870039109813326e-05	35.01188366046109	8.715288445819315	0.0008818429961013	A	G	300	OID21158	P22692	IGFBP4
P22748	0.1535760774979331	-22.51072401676925	15.774712763320002	0.3929054053505061	A	G	300	OID20241	P22748	CA4
P22749	0.3678356665556608	5.457569709248748	6.060364534572603	0.6219214810221871	A	G	300	OID21132	P22749	GNLY
P22894	0.174408987192552	5.73213790398991	4.220478871183144	0.4231301092935584	A	G	300	OID21019	P22894	MMP8
P22897	0.3810933653453784	11.384971113309192	12.998270881493386	0.6325042261728022	A	G	300	OID30694	P22897	MRC1
P23141	7.23199498144853e-16	32.517828424345424	4.031200366628843	2.347184148979017e-13	A	G	300	OID20244	P23141	CES1
P23229	0.4118224321990033	4.528759407512674	5.518228787797662	0.65626477056917	A	G	300	OID20528	P23229	ITGA6
P23276	0.0053141795584722	25.588526377252595	9.180249387030967	0.0373142271401377	A	G	300	OID20881	P23276	KEL
P23280	0.7443268528596142	2.309107373188225	7.080352479171855	0.8728136239273115	A	G	300	OID21096	P23280	CA6
P23284	0.3185493637190969	3.4064746803602604	3.4152062047546514	0.5802647940121508	A	G	300	OID20331	P23284	PPIB
P23327	0.2226285037542474	-12.221955627400352	10.02154113776873	0.4867498948099975	A	G	300	OID30211	P23327	HRC
P23381	0.1809718599834439	9.09079686757418	6.795492461234373	0.4294445217176766	A	G	300	OID21084	P23381	WARS1
P23435	0.3915851189674604	-3.0968400152658613	3.614652411208472	0.6386488735365449	A	G	300	OID30851	P23435	CBLN1
P23467	4.444714046954702e-07	68.0082371648728	13.470038045070543	1.3384546114592458e-05	A	G	300	OID30324	P23467	PTPRB
P23471	0.1743477627858362	12.532120958999734	9.225883419079931	0.4231301092935584	A	G	300	OID30343	P23471	PTPRZ1
P23511	0.7269573852786306	-1.32123706158119	3.783874269451687	0.8638903671272905	A	G	300	OID30134	P23511	NFYA
P23515	0.0131467650580191	-14.065530435188595	5.672113975630663	0.0762142859433404	A	G	300	OID21352	P23515	OMG
P23526	0.3212397760369647	4.5076911148048415	4.544440224333297	0.5823751341846299	A	G	300	OID20199	P23526	AHCY
P23560	0.1996165580067471	5.629811998320806	4.389221501384328	0.4594798785955148	A	G	300	OID30373	P23560	BDNF
P23582	0.0778429649344258	9.39404768504301	5.327413563239105	0.2619577195546748	A	G	300	OID20568	P23582	NPPC
P23588	0.5760319274531802	1.8349377013333	3.2814196922636367	0.775744241627819	A	G	300	OID21000	P23588	EIF4B
P23634	0.0921737475723337	-9.647565222158734	5.728818531076081	0.2895048566223513	A	G	300	OID30062	P23634	ATP2B4
P23743	0.98001530754899	0.0914928260675697	3.652449479776053	0.9891585049587422	A	G	300	OID30546	P23743	DGKA
P23771	0.6330909102923815	3.0411359697634417	6.370460045160745	0.807579549409524	A	G	300	OID31219	P23771	GATA3
P23919	0.0146451369470558	8.230475219663019	3.371712016234922	0.0830649417909708	A	G	300	OID30308	P23919	DTYMK
P24001	0.1811438486429666	-9.79071648830277	7.321577397027789	0.429481478803657	A	G	300	OID20605	P24001	IL32
P24071	0.0145693179623906	20.22781496872851	8.28020855385564	0.0829570716727932	A	G	300	OID20564	P24071	FCAR
P24158	0.158073308982262	-9.473893423608123	6.711546862236759	0.3987324141081064	A	G	300	OID20329	P24158	PRTN3
P24386	0.5839488590740727	2.405715496662953	4.392991390676528	0.7777996431169021	A	G	300	OID30972	P24386	CHM
P24387	1.1114729169919242e-06	73.54555791472978	15.09927683960022	2.951465809575828e-05	A	G	300	OID20747	P24387	CRHBP
P24394	0.8551936452941735	1.7429801292266196	9.550795527178774	0.9350468351627322	A	G	300	OID20576	P24394	IL4R
P24530	0.7345007527125792	2.516689872599308	7.420697230217468	0.8682625247565535	A	G	300	OID30421	P24530	EDNRB
P24592	0.7526690005348624	3.5113993712368323	11.142982744195557	0.8773129092427506	A	G	300	OID20413	P24592	IGFBP6
P24666	0.079768906072456	11.990659425923452	6.843872329723904	0.2656841215936648	A	G	300	OID30524	P24666	ACP1
P24821	0.2484935703291065	-9.258604549989304	8.022942304866943	0.5134486506424448	A	G	300	OID20359	P24821	TNC
P24864	0.273644354133099	7.798646369673032	7.123947805765959	0.5379689173411317	A	G	300	OID30456	P24864	CCNE1
P24928	0.4397498772080829	-6.405840036051423	8.291108264011417	0.6814373428778834	A	G	300	OID30440	P24928	POLR2A
P25092	0.4380756941470947	-4.455490283460573	5.745707280242804	0.6807878414651121	A	G	300	OID31318	P25092	GUCY2C
P25116	0.55943196707245	2.881285909146042	4.936367652650556	0.7675438120331736	A	G	300	OID20691	P25116	F2R
P25391	0.2131680890284193	-7.123947905328167	5.722500874271232	0.4773922184512403	A	G	300	OID30057	P25391	LAMA1
P25440	0.0685090157778533	15.099462495171794	8.28892048035922	0.240699255332804	A	G	300	OID30826	P25440	BRD2
P25445	0.2626844529529855	11.811586107216373	10.545411412677312	0.5271376060232293	A	G	300	OID20316	P25445	FAS
P25490	0.8751663898152772	0.7035844367335186	4.478589677874439	0.9441919564793436	A	G	300	OID30446	P25490	YY1
P25685	0.0123155629459705	7.267550436493771	2.903569554536848	0.0722364645887145	A	G	300	OID21363	P25685	DNAJB1
P25686	0.0400063467629524	9.097558138589378	4.429873784026041	0.170529027396866	A	G	300	OID30661	P25686	DNAJB2
P25774	0.0111858757044956	53.4942760771108	21.08699081852492	0.0675081465554373	A	G	300	OID21056	P25774	CTSS
P25786	0.995761320668088	0.020700599764721	3.896640903947032	0.9971267801410644	A	G	300	OID21221	P25786	PSMA1
P25815	0.1612725827515613	7.268774959962401	5.1890007893018	0.4047055104959713	A	G	300	OID20103	P25815	S100P
P25942	0.0501042484612527	10.057845635297022	5.133982287327251	0.1969778058618023	A	G	300	OID20724	P25942	CD40
P26010	0.0074791885718815	22.420293168885795	8.382298206508725	0.04865636930616	A	G	300	OID21393	P26010	ITGB7
P26022	0.0554429050649035	-13.468380647299806	7.03166835226619	0.2115459476650436	A	G	300	OID20570	P26022	PTX3
P26378	0.7378212965145889	-1.3300096463020212	3.973262903003469	0.868811843219147	A	G	300	OID30854	P26378	ELAVL4
P26436	0.0391685581147164	-13.492283592260552	6.541993392687465	0.1675129696238457	A	G	300	OID30513	P26436	ACRV1
P26440	0.324513541991631	4.020217499476104	4.080506811347634	0.5833255730200333	A	G	300	OID20833	P26440	IVD
P26441	0.7933458584370119	-1.9183600648667245	7.322870142815158	0.9002965238906416	A	G	300	OID30807	P26441	CNTF
P26447	0.853201480924698	0.7874723122218167	4.255798932882219	0.9334088111539488	A	G	300	OID21519	P26447	S100A4
P26639	0.5168584529372082	-6.046788046440744	9.328647288283763	0.7368196881549953	A	G	300	OID31343	P26639	TARS1
P26715	0.0355064956690707	-9.05735367499545	4.307826771659801	0.1576298914892193	A	G	300	OID30855	P26715	KLRC1
P26718	0.4061189611793123	6.409648199302185	7.715563057990332	0.65179861846416	A	G	300	OID31082	P26718	KLRK1
P26842	0.576562009618475	5.010763338117767	8.973212007736398	0.7761002903666201	A	G	300	OID21527	P26842	CD27
P26927	0.2792789341729641	11.536441713145331	10.662731376876303	0.5449390559246682	A	G	300	OID30713	P26927	MST1
P26951	0.5776372046661657	6.336301991559791	11.37904880129994	0.7766795485902616	A	G	300	OID20461	P26951	IL3RA
P27169	0.0443367535669939	-30.42097176416673	15.12809028473128	0.1813832733462033	A	G	300	OID30704	P27169	PON1
P27348	0.265194458316164	4.270202422026825	3.8325362766376463	0.5286979478347318	A	G	300	OID30605	P27348	YWHAQ
P27352	0.138689043048606	5.47507735786465	3.697651217777579	0.3676140605671307	A	G	300	OID20179	P27352	CBLIF
P27487	0.0055000580501328	34.04087351694873	12.26173694129363	0.0383428867886346	A	G	300	OID20406	P27487	DPP4
P27540	0.7363733056034254	-2.137009539499967	6.347680920117571	0.8684415660155943	A	G	300	OID20432	P27540	ARNT
P27695	0.624447392179175	-1.618836437432936	3.306737216139474	0.802558137011087	A	G	300	OID21434	P27695	APEX1
P27701	0.1619640820620417	-10.813472079756504	7.732213561137789	0.405048873033582	A	G	300	OID31256	P27701	CD82
P27918	1.8551674987227007e-10	116.65406284771171	18.304777315372657	1.9353372370603603e-08	A	G	300	OID30784	P27918	CFP
P27930	9.958804567574609e-05	71.79848874614738	18.44963790251887	0.0013786572579092	A	G	300	OID20757	P27930	IL1R2
P28222	0.1415551982995096	-7.248217895788449	4.930679282200277	0.3709838718566182	A	G	300	OID30866	P28222	HTR1B
P28325	0.5928671062525253	-4.745634202105168	8.875555961194003	0.7821882643918818	A	G	300	OID20995	P28325	CST5
P28799	0.0202430134626454	34.33919078973691	14.7898183773758	0.1061577061479124	A	G	300	OID21159	P28799	GRN
P28827	0.1625265519251331	16.251163986415786	11.636030491154273	0.4061078341944514	A	G	300	OID20598	P28827	PTPRM
P28838	0.1652386837478985	6.579031731017854	4.741076260018817	0.4100783306946571	A	G	300	OID20436	P28838	LAP3
P28845	0.0742348660737195	-16.28254979639983	9.121043246505002	0.2527273237777793	A	G	300	OID20575	P28845	HSD11B1
P28906	0.7594218556048832	4.716499062259558	15.401311986876156	0.881186231104203	A	G	300	OID21025	P28906	CD34
P28907	0.2350769443556979	11.38210980388638	9.58588644344879	0.4983017086088487	A	G	300	OID21316	P28907	CD38
P28908	0.7852136606192949	-2.270195550289859	8.330041317227122	0.8973431544088265	A	G	300	OID21049	P28908	TNFRSF8
P29017	0.2314688920902663	19.36892825707206	16.186857400534432	0.4953264716451779	A	G	300	OID21483	P29017	CD1C
P29218	0.4699556443335609	4.033556880358609	5.582381911914418	0.7054164630515578	A	G	300	OID20907	P29218	IMPA1
P29279	0.0365400686668056	12.470241500686404	5.964151170313334	0.1605015647755475	A	G	300	OID20709	P29279	CCN2
P29317	0.905086235734164	1.2504102750239472	10.48661318457091	0.9535927076531314	A	G	300	OID21342	P29317	EPHA2
P29350	0.448151037853369	-2.852414111665268	3.7605931032406414	0.6889356107446222	A	G	300	OID20717	P29350	PTPN6
P29353	0.1297137316784862	-5.396720654729325	3.561647084881233	0.3555558468462073	A	G	300	OID31222	P29353	SHC1
P29377	0.3700958290510391	6.993349908564634	7.80251890229957	0.6240423095881475	A	G	300	OID31051	P29377	S100G
P29459_P29460	0.2416326911037934	6.127958269420423	5.233475497541916	0.5052626884711973	A	G	300	OID21327	P29459_P29460	IL12A_IL12B
P29460	0.381497714992616	6.224931016681639	7.113068486723947	0.6325042261728022	A	G	300	OID20666	P29460	IL12B
P29466	0.9489280048768276	-0.2215087161308526	3.4582084600481	0.9729093373974074	A	G	300	OID20854	P29466	CASP1
P29474	1.0316809082114324e-05	27.2387577670415	6.175994330028637	0.0002036175630328	A	G	300	OID20834	P29474	NOS3
P29475	0.5302990342662901	-3.8287282684542	6.101076744502799	0.7483108594646538	A	G	300	OID20863	P29475	NOS1
P29536	0.509642480890539	5.352855811449726	8.11783524241949	0.7336942763337921	A	G	300	OID31416	P29536	LMOD1
P29622	7.279971257686656e-11	102.46233144192765	15.727690427347769	8.860331684876134e-09	A	G	300	OID30774	P29622	SERPINA4
P29692	0.0973377493013781	4.904754929123172	2.958415074751065	0.2989732552148532	A	G	300	OID30335	P29692	EEF1D
P29965	0.5736908395108966	2.187732611308153	3.888444155243629	0.7753226155565435	A	G	300	OID20616	P29965	CD40LG
P30039	0.0509182384854853	9.460977553701932	4.846394670846591	0.1983805196742006	A	G	300	OID20839	P30039	PBLD
P30040	0.1132927638275558	4.65080587450896	2.936921522289497	0.3279763757584643	A	G	300	OID30578	P30040	ERP29
P30041	0.6720587492359626	-1.7477654099396809	4.12866890381976	0.8308668182675238	A	G	300	OID21404	P30041	PRDX6
P30043	0.0001044295135701	30.149683885670623	7.770411386859715	0.0014193932826646	A	G	300	OID21141	P30043	BLVRB
P30044	0.6945680207812517	-1.739286721270925	4.429458432396265	0.8435228728675344	A	G	300	OID20644	P30044	PRDX5
P30046	6.9520656857822415e-06	38.391117693801526	8.540562776371976	0.0001460934091235	A	G	300	OID30372	P30046	DDT
P30047	5.133811842298653e-05	32.55773374378254	8.040038223905293	0.0007884208440278	A	G	300	OID30631	P30047	GCHFR
P30048	0.3844314972744184	3.365780715488732	3.869780357351892	0.6337045166696254	A	G	300	OID20483	P30048	PRDX3
P30049	0.801711203200757	1.381505424594139	5.501088495570138	0.9071184486208416	A	G	300	OID30079	P30049	ATP5F1D
P30084	0.0155312515988774	9.555151425817227	3.9488203254490406	0.0869095515714959	A	G	300	OID30239	P30084	ECHS1
P30086	0.1936260849284952	5.61133023756235	4.316651189537462	0.4492309722606311	A	G	300	OID21087	P30086	PEBP1
P30101	0.0005460367238792	38.95065268611524	11.26688077080367	0.005576829616962	A	G	300	OID30573	P30101	PDIA3
P30203	0.0016332505986543	30.03832749409317	9.536272698980133	0.0141145710019799	A	G	300	OID20649	P30203	CD6
P30260	0.1360900666459369	5.511441059562748	3.6976869235921614	0.3650312990567325	A	G	300	OID21238	P30260	CDC27
P30279	0.9452021944256964	-0.4060753656592849	5.908016449153949	0.971428658068656	A	G	300	OID31316	P30279	CCND2
P30304	0.2660141965409546	-9.391555001753266	8.443453628808792	0.5289605013175335	A	G	300	OID31189	P30304	CDC25A
P30405	0.2379484618660339	3.577823215159281	3.031719229368911	0.5007546520970354	A	G	300	OID30385	P30405	PPIF
P30419	0.2591849927313412	3.801717915502121	3.369362817245521	0.5242931882051577	A	G	300	OID31021	P30419	NMT1
P30519	0.0415449218009577	13.203037422803131	6.478269283048033	0.1740912053972786	A	G	300	OID20887	P30519	HMOX2
P30530	0.2703100467021507	16.428209184710468	14.902913381203389	0.5338577731014078	A	G	300	OID20363	P30530	AXL
P30533	0.039434462945128	14.48781394922747	7.03420198209202	0.1684036056472498	A	G	300	OID21059	P30533	LRPAP1
P30613	4.168380044101917e-05	21.493608062161208	5.244974954067232	0.0006476509632351	A	G	300	OID20682	P30613	PKLR
P30740	0.848326875680957	0.6407331078106548	3.350174601686496	0.9311322209803136	A	G	300	OID21088	P30740	SERPINB1
P30838	0.1763480034931975	5.894057651081096	4.359234805294953	0.4243101467904694	A	G	300	OID20512	P30838	ALDH3A1
P31146	0.3359137163828669	2.608376689866834	2.7106479351158	0.5950748544292155	A	G	300	OID20286	P31146	CORO1A
P31350	0.0020241294156555	20.93845671573938	6.783512463515482	0.0169412092353287	A	G	300	OID21187	P31350	RRM2
P31371	0.4867972318311167	4.864192254799246	6.994692719254256	0.7170076304263279	A	G	300	OID31193	P31371	FGF9
P31431	0.5073894140699549	3.071495991229699	4.633366214374899	0.731893569628809	A	G	300	OID20216	P31431	SDC4
P31483	0.1468856981903871	3.4228162884865534	2.359554016613795	0.3796930304549741	A	G	300	OID20068	P31483	TIA1
P31689	0.2332403768097276	-8.37325886660238	7.024232394816443	0.4969329982941023	A	G	300	OID31204	P31689	DNAJA1
P31751	0.5954872292515877	1.0889782353413833	2.0511880275687724	0.7835383012670472	A	G	300	OID31052	P31751	AKT2
P31785	0.3510774681487638	9.34585532694398	10.022350011613304	0.6075359128205087	A	G	300	OID31361	P31785	IL2RG
P31948	0.1747758001907919	4.999861369998256	3.684449987171409	0.4233168427506659	A	G	300	OID21077	P31948	STIP1
P31949	0.4196938634868808	-3.910799921933783	4.84638195585404	0.6627761020323218	A	G	300	OID20130	P31949	S100A11
P31994	0.4587254494105455	3.7175487993445056	5.017292395430796	0.6960711884302355	A	G	300	OID21215	P31994	FCGR2B
P31997	0.5463014244325717	3.2305114766420977	5.35463188901317	0.7584346296423679	A	G	300	OID20102	P31997	CEACAM8
P32004	0.4842974497510471	7.679059693232536	10.97937973355494	0.7144610357185902	A	G	300	OID21484	P32004	L1CAM
P32119	0.0004070195219711	36.22096509562059	10.24496300187277	0.004503424332112	A	G	300	OID30668	P32119	PRDX2
P32241	0.2324589764794227	-12.19380796104376	10.212154222237002	0.4963542911523346	A	G	300	OID30193	P32241	VIPR1
P32320	0.4257223818790204	5.962619527136384	7.485716910884695	0.6689268840605801	A	G	300	OID30345	P32320	CDA
P32321	0.567086179800743	1.8042921722920164	3.1524385620545865	0.7697298936793544	A	G	300	OID30657	P32321	DCTD
P32455	0.555680655917879	2.2926520002468163	3.890669542506735	0.7659949013384258	A	G	300	OID31128	P32455	GBP1
P32456	0.1658903420302496	5.646310875636726	4.07519810118156	0.410997191747548	A	G	300	OID20489	P32456	GBP2
P32926	0.7747083807246808	-3.05427097802937	10.67100000358846	0.8919681435146996	A	G	300	OID21460	P32926	DSG3
P32927	0.7041514196312247	3.057799463751967	8.05272139169275	0.849226381809582	A	G	300	OID30553	P32927	CSF2RB
P32942	0.1723235991747772	20.402355876666665	14.949238771212672	0.4198142061630727	A	G	300	OID20277	P32942	ICAM3
P32970	0.3410434220091404	-7.0670894738246695	7.422589855266178	0.5997545415279335	A	G	300	OID20599	P32970	CD70
P32971	0.2418176736799558	11.805778574516529	10.086481382550549	0.5052626884711973	A	G	300	OID30384	P32971	TNFSF8
P33121	0.6140401180298123	3.608686064245929	7.155620744828334	0.7974972070958654	A	G	300	OID30080	P33121	ACSL1
P33151	0.375544695351057	-10.590334963228694	11.951150762540497	0.628686052452695	A	G	300	OID20243	P33151	CDH5
P33241	0.7071390121169002	1.58991390311554	4.2318568908986425	0.8507220158127947	A	G	300	OID20530	P33241	LSP1
P33316	0.7372664104094713	0.9538903774913086	2.843397891542742	0.8687193161783241	A	G	300	OID31457	P33316	DUT
P33681	0.0001265239286557	41.373180140973794	10.793580871862634	0.0016647585387536	A	G	300	OID30291	P33681	CD80
P33764	0.511449319565167	4.59503194824496	6.998406179960575	0.7352083968749277	A	G	300	OID31352	P33764	S100A3
P34096	0.0017957139025318	35.8247276530341	11.47459411857276	0.0151597696800444	A	G	300	OID30705	P34096	RNASE4
P34130	0.9413119612269008	-0.5958357182510681	8.093284818065397	0.9708700436914764	A	G	300	OID21208	P34130	NTF4
P34896	0.16172444552738	5.763583280340709	4.118918458374997	0.4049594560077592	A	G	300	OID20714	P34896	SHMT1
P34910	0.4662086646981388	-6.26581350940311	8.599071486135195	0.7026808614980721	A	G	300	OID31227	P34910	EVI2B
P34913	0.0898208169093821	8.980205097984019	5.293859561797147	0.2851791246058539	A	G	300	OID20119	P34913	EPHX2
P34947	0.0010355134516452	17.086590413445563	5.208221429890937	0.0096329133511325	A	G	300	OID20066	P34947	GRK5
P34949	0.1394445460912428	5.334178054122937	3.6093868842497447	0.3683288220392589	A	G	300	OID21288	P34949	MPI
P34998	0.8866013436944488	-0.5175134217670762	3.628973207740393	0.9475697201268404	A	G	300	OID20055	P34998	CRHR1
P35052	0.0713163296608286	-23.314621129397185	12.927732317617538	0.2476991663962905	A	G	300	OID21438	P35052	GPC1
P35070	0.7264910018982034	1.2815104683876528	3.6635826792686914	0.8638903671272905	A	G	300	OID21199	P35070	BTC
P35218	1.3035352358055037e-06	17.62123015513379	3.6413412545896247	3.36958090600697e-05	A	G	300	OID20075	P35218	CA5A
P35219	0.0697264671367084	-22.186473018136923	12.232825102136616	0.243625610653499	A	G	300	OID30482	P35219	CA8
P35221	0.4487215546734321	-5.773166655451888	7.6208581129996915	0.6891249533128786	A	G	300	OID30800	P35221	CTNNA1
P35225	0.3781161345382405	-3.8985266509587184	4.42324421650174	0.6296905524436719	A	G	300	OID20430	P35225	IL13
P35228	0.453343109941596	4.637456190157982	6.184485243539194	0.6918574838763856	A	G	300	OID30087	P35228	NOS2
P35237	0.2421663005339528	5.892984770717267	5.038507928077888	0.5052626884711973	A	G	300	OID21023	P35237	SERPINB6
P35247	0.0087227898692186	15.67532569160701	5.976716897356655	0.0547941273290054	A	G	300	OID20214	P35247	SFTPD
P35249	0.000514238703676	29.239014133962744	8.41839806866754	0.0053265647285021	A	G	300	OID31376	P35249	RFC4
P35318	0.761679871173938	1.1874218858617986	3.915323385020595	0.8827606517348161	A	G	300	OID21467	P35318	ADM
P35442	0.0131502910357561	16.63359388035411	6.707978715105488	0.0762142859433404	A	G	300	OID21104	P35442	THBS2
P35443	0.0068022177458067	18.497304089782343	6.834715746527771	0.0452603144316659	A	G	300	OID20368	P35443	THBS4
P35475	0.0007037537813761	31.58312786265063	9.321746944430291	0.0069214302875407	A	G	300	OID21468	P35475	IDUA
P35520	0.0030744664262504	14.342788715340117	4.845221251358551	0.0242062437495348	A	G	300	OID30200	P35520	CBS
P35542	1.5440185829260785e-07	121.6766569080449	23.18873439237473	5.567997877440834e-06	A	G	300	OID30726	P35542	SAA4
P35556	0.7559672105525129	-1.840939784203919	5.923594205301109	0.8790397517479251	A	G	300	OID30974	P35556	FBN2
P35579	0.0446967239989727	5.351044153018028	2.6655297649770056	0.1826001829384604	A	G	300	OID30382	P35579	MYH9
P35590	0.3142687540115688	7.900911456573065	7.851406347358417	0.577708640948894	A	G	300	OID20303	P35590	TIE1
P35606	0.247465709730513	6.343967699775024	5.485361203947814	0.5120979229847421	A	G	300	OID30173	P35606	COPB2
P35609	0.184007953617229	-5.1571613497643645	3.881898535720261	0.4343347782903018	A	G	300	OID30192	P35609	ACTN2
P35611	0.017701668406007	9.197288620249427	3.8777673142161455	0.0953995819445506	A	G	300	OID30655	P35611	ADD1
P35613	0.001596821885385	55.36100156373166	17.538804194655768	0.0138407024546278	A	G	300	OID20626	P35613	BSG
P35625	0.0052053321158947	9.826338408141565	3.51688691414523	0.0367265099288126	A	G	300	OID20684	P35625	TIMP3
P35637	0.6676049572030374	-1.9130119428246248	4.454693607696281	0.8297524509824633	A	G	300	OID21256	P35637	FUS
P35754	0.2265803510884033	6.819303391387916	5.639447725711484	0.4913446217737387	A	G	300	OID20195	P35754	GLRX
P35813	0.894477925953377	-1.1974410628674172	9.027737609036937	0.9500981897126596	A	G	300	OID21184	P35813	PPM1A
P35914	0.9082638367022232	-0.5978640344183705	5.188498539413802	0.954935235332058	A	G	300	OID30214	P35914	HMGCL
P35916	0.0044821256644641	34.08834522877547	11.994184431543946	0.0325678832485065	A	G	300	OID21491	P35916	FLT4
P35968	4.2962338110150323e-07	78.4771056504957	15.523604083626235	1.335031804465416e-05	A	G	300	OID21497	P35968	KDR
P36222	0.0004688645588268	17.105448182605627	4.890147487337463	0.0050166790341871	A	G	300	OID20399	P36222	CHI3L1
P36269	0.3365491714172223	12.892441399242156	13.41556862670908	0.5950748544292155	A	G	300	OID20909	P36269	GGT5
P36551	0.5541859915299887	5.474346303479573	9.25503586578656	0.7653793292005188	A	G	300	OID30495	P36551	CPOX
P36776	0.2054633841841302	4.316830542707985	3.409444883233722	0.4677148865789038	A	G	300	OID30219	P36776	LONP1
P36873	0.1371363931368113	4.800427041602396	3.2292623357107835	0.3656080550575543	A	G	300	OID31360	P36873	PPP1CC
P36888	0.086405052093117	-18.65160218008792	10.877638837996829	0.2790631668796181	A	G	300	OID21272	P36888	FLT3
P36897	0.1776272344410713	-19.727245966799018	14.633404095563282	0.4259845252893016	A	G	300	OID30502	P36897	TGFBR1
P36941	0.5154802013161701	8.39381172179644	12.907038085291935	0.736597110914151	A	G	300	OID20768	P36941	LTBR
P36952	0.658923450480625	-1.0024074799868925	2.2709730536847768	0.8239380219156269	A	G	300	OID20064	P36952	SERPINB5
P36955	2.3699155447714145e-07	114.94797280883014	22.243543470301937	8.049445704973607e-06	A	G	300	OID30757	P36955	SERPINF1
P36959	0.6009176739072828	2.547670802170908	4.870506310341552	0.7892448405949519	A	G	300	OID20641	P36959	GMPR
P36980	0.3871138910272825	5.614910065350855	6.492252440438048	0.6363307122626292	A	G	300	OID30720	P36980	CFHR2
P37023	0.3215760399101598	13.597688348841688	13.718073270080914	0.5823751341846299	A	G	300	OID20999	P37023	ACVRL1
P37058	0.3532987703942853	4.413631623958536	4.7549937453077975	0.6077654348184378	A	G	300	OID30145	P37058	HSD17B3
P37108	0.8690760805175559	0.5279751196524597	3.2031072097986324	0.943595821885283	A	G	300	OID21324	P37108	SRP14
P37173	0.1413774880764894	16.304219409892536	11.086172145169538	0.3709838718566182	A	G	300	OID21493	P37173	TGFBR2
P37235	0.7923210509318254	-1.134656593663904	4.309403913073035	0.9001801425925844	A	G	300	OID20615	P37235	HPCAL1
P37837	0.0739481765821245	11.036024691224142	6.175955832844492	0.252634647715071	A	G	300	OID30414	P37837	TALDO1
P37840	0.1996012742142314	3.1723337952390214	2.473191350775114	0.4594798785955148	A	G	300	OID30645	P37840	SNCA
P38484	5.490191888749658e-07	37.0404989783848	7.39576589476502	1.6036850507037753e-05	A	G	300	OID20941	P38484	IFNGR2
P38935	0.2058535255191794	5.730367375119139	4.529756847870869	0.467936301977839	A	G	300	OID30123	P38935	IGHMBP2
P38936	0.0004964390161818	9.629383168062937	2.7649423681732044	0.0052238612621417	A	G	300	OID21319	P38936	CDKN1A
P39059	0.9391816510336763	-0.8393237391133592	11.000533160847995	0.9701511918671386	A	G	300	OID30396	P39059	COL15A1
